TILL_RECEIPT_NUMBER,sales,cost,quantity,grocery,dairy,produce,meat,frozen,deli,hba,horticulture,bread,CU_GENDER,CU_AGE_RANGE
220879,63.73,45.57,19,19.95,0,11.38,0,0,0,0,0,0,F,Under 19
220883,133.07,95.74,16,4.49,6.89,0,56.82,3.49,22.75,0,0,0,M,40-49
220885,65.55,153.26,11,16.15,0,4.69,29.99,0,10.4,0,0,0,F,30-39
220890,41.84,16.47,8,0,8.98,13.35,0,0,9.53,0,0,9.98,M,40-49
220894,7.67,7.51,2,3.99,0,0,3.68,0,0,0,0,0,M,50-59
220899,83.71,30.61,9,6.97,0,0,0,5.99,0,0,0,0,F,30-39
220904,16.87,5.41,6,0,4.89,1.68,0,0,0,0,0,4.99,M,50-59
220907,113.13,98.76,31,51.01,5.99,23.95,0,11.99,5.99,0,0,0,F,40-49
220913,95.25,44.44,17,36.59,0,3.69,37.83,6.79,0,0,0,0,M,60+
220915,54.07,41.13,17,4.49,0,46.98,0,0,0,0,0,0,F,30-39
220918,80.89,53.59,21,37.78,5.99,32.13,0,0,0,0,0,0,F,40-49
220919,32.8,10.65,3,1.38,0,0,31.42,0,0,0,0,0,F,30-39
220922,79.83,52.23,32,35.53,4.89,14.74,0,2.49,3.45,0,0,9.98,F,40-49
220926,3.16,6.49,1,0,0,0,0,0,0,0,0,0,F,50-59
220932,33.13,25.03,10,9.27,4.49,9.14,0,4.39,0,0,0,0,F,20-29
220933,25.33,20.41,8,16.53,0,1.62,0,0,0,0,0,2.29,F,Under 19
220938,25.97,12.3,3,0,0,0,0,0,0,0,0,5.98,F,60+
220939,11.49,5.88,5,0,0,11.49,0,0,0,0,0,0,F,60+
220943,32.84,23.33,8,16.15,9.98,0,0,6.39,0,0,0,0,F,30-39
220944,111.93,79.12,38,33.93,19.53,37.04,7.49,4,0,0,4.99,3.99,F,50-59
220945,42.17,38.93,9,0,30.4,0,6.49,0,0,0,0,4,F,50-59
220946,9.52,6.74,4,0,2.39,0.92,0,0,0,0,0,0,F,60+
220948,48.77,20.62,4,0,2.69,0,21.6,21.99,0,0,0,2.49,F,60+
220949,96.09,57.83,18,25.65,29.74,26.1,0,0,0,0,0,13.98,F,60+
220951,50.35,37.42,15,9.49,0,5.28,0,29.98,3.88,0,0,0,F,40-49
220953,89.9,53.85,19,29.39,9.88,12.06,7.99,5.98,0,0,0,6.78,F,30-39
220955,53.43,35.38,13,0,9.37,10.3,25.66,0,0,0,0,7.98,F,40-49
220956,30.95,13.14,5,5.99,0,0,0,0,0,3.49,0,0,F,30-39
220959,96.75,57.23,21,40.13,4.49,22.52,28.03,0,0,0,0,0,M,30-39
220960,13.77,8.5,3,0,0,13.77,0,0,0,0,0,0,F,40-49
220961,14.55,14.22,6,2.07,2.39,0,0,9.99,0,0,0,0,F,50-59
220962,91.39,44.64,14,4.48,0,0,45.56,0,0,0,0,0,F,50-59
220964,27.61,18.2,6,23.62,0,3.99,0,0,0,0,0,0,F,40-49
220965,63.97,31.95,6,38.97,0,0,0,0,0,0,0,0,F,40-49
220974,25.76,25.05,5,15.76,0,10,0,0,0,0,0,0,F,30-39
220977,8.18,5.51,2,0,0,3.69,0,0,0,4.49,0,0,M,50-59
220979,30.72,21.57,12,7.64,12.48,6.59,3.69,0,0,0,0,0,M,30-39
220981,177.47,195.23,33,0.89,27.14,0,116.64,9.99,0,0,0,8.99,F,60+
220984,95.71,63.38,25,59.58,3.54,23.28,7.99,0,0,0,0,0,F,50-59
220986,12.12,6.4,2,0,0,0,0,0,0,0,0,6.99,F,50-59
220988,51.87,31.18,10,9.82,11.99,1.49,28.57,0,0,0,0,0,F,20-29
220989,27.42,21.03,9,9.94,0,2.49,5.99,0,0,0,0,0,F,60+
220993,100.89,85.72,27,27.14,18.75,19.76,0,0,0,9.5,0,4.99,F,60+
220994,80.08,61.13,25,45.72,21.13,0,0,0,0,12.48,0,0,M,50-59
220995,51.25,40.73,19,36.79,0,1.55,0,0,0,0,0,0,F,30-39
220997,66.82,55.8,18,18.18,0,26.81,11.01,2.49,0,0,0,2.29,F,30-39
221000,80.31,51.8,35,12.42,8.43,19,13.48,12.97,0,0,0,9.58,F,50-59
221001,16.96,11.01,5,9.49,0,3.98,0,0,0,0,0,0,F,60+
221002,45.75,36.29,12,4.29,6,18.49,0,0,0,0,0,4.99,F,20-29
221004,25.58,20.04,14,16.84,4.99,0,0,0,0,0,0,0,F,50-59
221005,3.5,3.41,4,1.19,0,0,0,0,0,0,0,0,F,60+
221006,6.73,4.49,5,0,2.39,1.99,0,0,0,0,0,0,F,60+
221008,22.14,13.96,12,14.66,2.19,5.18,0,0,0,0,0,0,F,60+
221009,4.15,2.37,5,2.99,0,0,0,0,0,0,0,0,F,30-39
221010,41.79,27.92,14,16.85,9.78,7.86,0,0,0,0,0,6.98,F,50-59
221012,31.54,19.54,10,18.04,3.53,0,0,0,0,0,0,9.97,M,40-49
221013,45.95,27.77,9,3.97,0,18.99,12.99,0,0,0,0,0,F,50-59
221017,82.54,55.18,22,10.56,8.99,27.11,0,0,4.99,0,0,4.99,F,30-39
221018,24.29,23.84,7,6.98,0,15.99,0,0,0,0,0,0,M,60+
221020,36.56,22.05,7,5.99,0,0,0,0,0,4.99,0,5.99,F,40-49
221021,47.23,32.11,11,24.86,6.78,0,14.61,0,0,0,0,0,F,40-49
221022,173.19,127.91,45,50,38.69,12.62,9.99,5.99,7.51,11.38,0,14.97,F,50-59
221023,40.86,37.37,6,3.27,0,14.99,4.32,0,0,6.29,0,0,M,50-59
221024,27.35,24.36,14,4.75,8.28,5.28,6.01,0,0,0,0,2.49,M,50-59
221025,130.9,53.16,7,3.99,13.18,7.99,97.75,0,0,0,0,0,M,20-29
221028,28.94,13.64,7,3.98,4.99,11.98,5,0,0,0,0,2.99,F,60+
221031,29.25,17.24,14,5,0,10.01,7.77,0,0,0,0,5.99,F,50-59
221032,31.85,17.57,8,13.47,0,15.38,0,0,3,0,0,0,F,50-59
221038,143.26,75.97,23,30.98,13.97,14.08,56.77,7.19,0,0,0,3.99,M,20-29
221039,17.77,13.07,7,1.98,0,15.79,0,0,0,0,0,0,F,60+
221040,42.15,25.79,10,2.39,0,1.49,19.15,0,0,0,0,2.29,F,40-49
221043,47.88,41.38,17,7.28,14.98,9.97,8.05,0,0,0,0,0,M,30-39
221044,14.38,14.82,1,0,0,0,14.38,0,0,0,0,0,F,30-39
221045,22.99,19.36,2,0,0,12,0,0,0,0,0,0,F,60+
221051,34.48,21.51,11,1.49,0,12.44,0,4,0,0,0,0,F,30-39
221053,79.61,39.77,12,13.97,0,34.24,31.4,0,0,0,0,0,F,30-39
221056,13.79,11.05,7,2.99,9.49,0,0,0.99,0,0,0,0,M,40-49
221057,13.29,13.98,5,4.49,7.48,0,0,0,0,0,0,0,M,30-39
221058,89.02,63.41,16,47.4,6.18,0,8.54,0,0,21.49,0,0,F,50-59
221060,5.96,45.72,2,0,0,0,0,0,0,0,0,0,M,20-29
221061,160.36,111.69,31,59.89,19.76,11.67,0,5.99,0,35.66,0,0,F,20-29
221062,142.91,87.98,26,37.69,10.18,9.27,66.19,8.99,0,0,0,0,M,40-49
221064,90.28,60.62,21,6.27,13.88,19.81,40.37,0,0,0,0,8,F,30-39
221066,194.58,112.01,41,60.98,3.57,62.6,42.68,9.99,0,2.99,0,0,F,40-49
221067,167.54,139.32,52,74.67,10.04,41.15,0,0,4.99,0,0,2.99,F,40-49
221068,64.76,44.57,13,19.34,12.47,7.99,12.98,11.98,0,0,0,0,F,40-49
221069,57.26,36.33,15,22.17,8.98,8.33,8.99,0,0,0,0,3.29,M,30-39
221071,21.27,10.97,3,0,0,7.98,0,0,0,0,0,3.29,F,40-49
221073,1.04,0.55,1,0,0,1.04,0,0,0,0,0,0,M,40-49
221076,17.92,8.61,4,0,2.69,0,6.95,0,0,0,0,3.29,F,40-49
221077,114.94,87.58,24,30.26,16.42,7.77,46.39,2.49,0,0,0,0,M,20-29
221078,52.5,33.01,12,1.99,6.18,2.99,16.65,3.49,0,0,0,2.99,M,30-39
221079,62.12,15.6,2,0,0,0,55.66,0,6.46,0,0,0,F,40-49
221082,9.32,5.86,3,0,0,7.63,0,0,0,0,0,0,F,30-39
221083,23.44,19.15,5,1.99,0,7.99,0,8.99,0,0,0,0,F,30-39
221086,68.62,49.63,12,2.97,3.89,11.47,0,0,0,49.97,0,0,F,60+
221088,104.93,62.65,17,17.97,11.17,20.21,18.31,0,0,24.99,0,8.99,F,60+
221090,21.29,18.41,4,2.79,0,0,6.22,0,0,0,0,0,F,20-29
221091,23.12,19.24,13,0,3.29,7.39,4.02,0,0,0,0,8,F,Under 19
221093,50.67,23.41,15,20.26,0,0,0,0,13.11,0,0,0,F,20-29
221095,288.95,214.54,65,64.84,52.71,65.34,30.05,28.58,0,0,0,4.99,F,20-29
221098,11.08,12.82,3,0,2.99,0,0,0,0,0,0,3.29,F,50-59
221103,52.22,38.17,23,9.9,11.47,0,0,9.99,0,0,0,3.95,F,50-59
221105,68.18,40.36,10,11.55,2.19,7.96,0,31.38,15,0,0,0,F,30-39
221109,32.49,9.74,4,3.29,0,5.68,23.52,0,0,0,0,0,M,60+
221111,22.09,9.88,2,2.79,0,0,19.3,0,0,0,0,0,F,30-39
221113,4.49,2.76,1,4.49,0,0,0,0,0,0,0,0,F,60+
221114,104.91,75.06,37,51.83,14.97,34.99,0,3,0,0,0,0,F,40-49
221117,75.4,31.93,9,0,9.78,15.06,32.58,0,0,0,0,2.99,F,50-59
221118,30.36,22.17,8,12.47,6.18,0,11.61,0,0,0,0,0,M,40-49
221122,32.42,17.69,11,10.46,0,0,15.17,0,0,0,0,6.58,F,20-29
221130,19.09,14.58,8,8.47,0,0,0,0,0,0,0,0,M,20-29
221131,44.84,22.44,11,9.49,4.49,0,0,5.99,18.76,0,0,4,F,60+
221132,16.95,13.5,5,2.99,8.98,0,0,0,0,0,0,0,M,60+
221135,33.49,14.82,1,0,0,0,33.49,0,0,0,0,0,F,20-29
221139,10.28,5.95,2,10.28,0,0,0,0,0,0,0,0,F,60+
221145,29.95,19.47,12,2.13,0,27.82,0,0,0,0,0,0,F,60+
221146,61.05,43.33,13,22.96,0,0,0,15.48,0,0,0,6.29,F,20-29
221147,71.07,48.18,21,26.96,0,21.26,12.56,0,0,0,0,5.98,M,40-49
221150,67.63,58.8,17,14.86,6,13.01,0,0,4.99,0,0,0,F,50-59
221151,8.28,3.01,2,0,0,8.28,0,0,0,0,0,0,M,50-59
221153,23.12,12.32,9,0.99,3.99,5.23,7.99,0,2.5,0,0,2.29,F,60+
221155,52,27.53,19,8.16,2.29,6.31,26.46,2.49,4,0,0,2.29,M,40-49
221159,15.1,10.96,4,10.99,3.79,0,0,0,0,0,0,0,F,40-49
221163,24.17,1.11,3,0,0,0,0,0,0,0,0,0,F,20-29
221165,106.87,91.39,28,28.93,20.57,0,4.49,0,14.4,7.25,0,2.99,F,20-29
221166,6.48,4.15,2,6.48,0,0,0,0,0,0,0,0,F,40-49
221168,13.29,10.08,4,0,3.99,0,0,0,0,8.99,0,0,M,60+
221172,122.01,69.32,28,24.2,3.29,32.22,46.5,0,0,0,0,0,M,40-49
221174,49.16,39.8,15,3.8,37.1,0,0,6.98,0,0,0,0,M,50-59
221176,43.81,25.99,8,13.98,0,12.46,13.38,0,0,0,0,0,F,20-29
221178,9.28,0.02,2,0,0,0,0,0,0,0,0,4.99,F,60+
221180,18.06,13.69,5,1.89,0,3.99,1.49,0,1.2,0,0,0,M,50-59
221185,13.97,9.97,3,2.99,0,0,0,0,0,0,0,0,F,50-59
221186,12.48,9.78,2,3.49,0,0,0,8.99,0,0,0,0,F,30-39
221187,28.14,7.68,4,0,2.99,0,0,0,25.15,0,0,0,F,50-59
221188,8.99,6.91,1,0,0,0,0,8.99,0,0,0,0,F,40-49
221189,5.4,4.5,6,4.76,0,0,0,0,0,0,0,0,F,20-29
221195,59.72,43.59,19,47.62,0,0,9.99,0,0,0,0,0,M,20-29
221197,28.38,10.57,2,0,0,3.1,25.28,0,0,0,0,0,F,50-59
221198,78.05,37.22,10,20.21,8.89,1.49,47.46,0,0,0,0,0,M,40-49
221199,37.72,19.9,17,1.98,8.56,3.99,11.21,0,0,0,0,2.99,F,60+
221200,5.99,0.01,1,0,0,0,0,0,0,0,0,5.99,M,60+
221201,52.01,37.33,12,36.36,0,4.21,0,0,0,6.78,0,0,F,50-59
221202,31.7,30.6,17,10.83,6.08,5.99,0,5.29,0,0,0,0,F,50-59
221203,89.92,65.4,17,5.25,0,19.49,34.21,30.97,0,0,0,0,M,60+
221204,16.15,11.02,5,16.15,0,0,0,0,0,0,0,0,F,20-29
221205,27.92,19.55,6,23.53,0,0,0,4.39,0,0,0,0,F,40-49
221206,72.43,57.24,9,0,27.73,0,42.78,0,0,0,0,0,F,20-29
221210,14.06,10.04,7,7.97,0,0,0,4.99,0,0,0,0,M,40-49
221216,51.99,36.51,23,2.78,0,0,0,42.83,0,0,0,0,F,50-59
221219,22.95,16.04,5,7.48,0,3.99,7.99,0,0,0,0,0,M,30-39
221224,51.64,35.69,16,15.24,3.67,11.16,0,13.98,0,0,0,7.28,F,20-29
221226,38.38,56.87,10,25.14,0,0,0,0,0,0,0,0,M,60+
221233,113.62,87.08,22,41.12,10.58,3.25,26.77,7.28,6,0,0,4.99,F,30-39
221234,10.99,8.25,1,0,0,0,0,0,0,10.99,0,0,M,30-39
221235,34.73,23.06,11,26.55,4.89,0,0,0,0,3.19,0,0,F,Under 19
221236,53.26,30.12,11,3.97,15.98,1.79,0,5.99,0,0,0,4.58,F,Under 19
221237,5.99,5.07,1,0,0,0,0,5.99,0,0,0,0,F,30-39
221238,98.98,73.7,38,38.78,4.59,19.25,10.06,1.98,0,6.99,0,4.49,F,50-59
221241,23.71,10.45,6,3.39,0,0,0,3.49,15.54,0,0,0,F,40-49
221249,17.19,14.18,5,0,8.88,0,0,7.99,0,0,0,0,M,40-49
221250,51.81,50.19,13,8.37,0,13.63,0,0,8.99,3.99,0,2.99,F,40-49
221253,14.84,8.09,6,5.86,0,0,0,0,0,0,0,2.99,F,30-39
221255,29.16,18.32,8,3.56,5.99,0,0,5.49,0,0,0,4,F,30-39
221260,44.5,22.01,11,1,4.99,15.05,0,0,10.48,0,0,0,F,30-39
221264,32.32,30.23,10,8.98,21.25,1.78,0,0,0,0,0,0,F,60+
221265,11.05,5.8,5,7.05,0,0,0,0,0,0,0,4,F,50-59
221266,11.97,7.23,1,0,0,0,0,11.97,0,0,0,0,F,50-59
221267,10.75,6.58,3,6.76,0,0,0,3.99,0,0,0,0,F,50-59
221268,55.79,35.01,9,29.64,2.69,0,19.97,0,0,0,0,3.49,F,50-59
221271,14.66,10.62,9,1.98,0,1.98,0,7.99,0,0,0,0,F,20-29
221272,28.92,21.71,10,3.28,2.49,2.86,0,0,8.08,0,0,4.99,F,40-49
221277,4.64,3.29,7,4.34,0,0,0,0,0,0,0,0,M,20-29
221278,6.98,4.48,2,0,0,0,0,6.98,0,0,0,0,F,20-29
221280,6.48,5.48,2,6.48,0,0,0,0,0,0,0,0,F,40-49
221281,41.93,22.54,18,0,0,3.99,0,0,0,0,0,0,M,Under 19
221284,3.99,3.14,1,0,0,0,0,0,0,3.99,0,0,F,30-39
221288,35.81,10.11,6,3.78,5.99,0,25.72,0,0,0,0,0,M,50-59
221289,31.77,19.18,8,15.97,3.69,0,0,0,0,0,0,5.99,F,20-29
221291,14.17,11.73,3,1.19,3.99,0,0,8.99,0,0,0,0,M,50-59
221292,20.38,17.92,8,0,9.18,10.56,0,0,0,0,0,0,F,30-39
221293,7.7,6.62,4,0,4.39,0,0,0,0,0,0,2.99,F,30-39
221294,19.97,14.28,7,19.65,0,0,0,0,0,0,0,0,M,Under 19
221295,22.89,26.75,11,8.98,9.59,0,0,4,0,0,0,0,F,50-59
221296,24.09,12.92,5,7.75,2.69,0,13.65,0,0,0,0,0,M,40-49
221298,12.72,5.04,5,12.72,0,0,0,0,0,0,0,0,F,40-49
221299,29.85,18.31,9,3.99,4.49,15.39,0,2.99,0,0,0,2.99,M,Under 19
221300,11.98,9.05,2,3.49,0,0,0,0,0,8.49,0,0,M,50-59
221303,6.28,4.13,2,0,0,0,0,0,0,6.28,0,0,F,20-29
221307,71.6,36.91,11,26.96,0,4.29,0,0,2.38,0,0,2.99,F,50-59
221310,11.97,9.31,1,11.97,0,0,0,0,0,0,0,0,F,20-29
221311,12.87,10.78,6,11.45,0,0,0,0,0,0,0,0,F,Under 19
221312,19.95,19.51,14,14.05,4.59,0,0,0,0,0,0,0,M,40-49
221313,129.85,107.98,29,22.62,16.87,17.31,40.88,6.99,5.99,0,0,7.78,F,40-49
221316,20.97,6.29,3,0,0,0,6.49,0,0,0,0,5.49,F,40-49
221320,54.34,22.02,4,0,2.37,0,0,0,0,0,0,0,F,40-49
221323,229.94,160.93,58,66.36,37.44,30,86.37,4.29,0,0,0,0,F,40-49
221324,4.99,0.93,1,0,0,0,0,0,0,0,0,0,M,Under 19
221325,33.94,22.17,5,8.38,3.57,0,0,0,16,0,0,0,F,30-39
221326,20.3,7.86,5,0,4.49,6.69,9.12,0,0,0,0,0,M,40-49
221327,22.55,20.95,9,1.1,6.89,6.78,5.17,0,0,0,0,2.29,F,30-39
221329,11.7,8.62,7,7.48,3.79,0,0,0,0,0,0,0,M,20-29
221337,18.82,12.61,3,0,0,0,7.99,0,2.54,8.29,0,0,M,50-59
221338,16.97,15.88,3,8.98,0,0,0,0,0,7.99,0,0,F,20-29
221340,21.86,15.16,6,0,10.87,2.21,6.49,0,0,0,0,2.29,F,60+
221343,6.28,2.21,2,0,0,0,0,0,0,0,0,2.29,F,30-39
221346,202.54,144.54,46,98.67,22.86,17.75,16.07,0,0,3.99,0,0,M,40-49
221347,6.1,0.79,2,0,0,1.11,0,0,0,0,0,4.99,M,40-49
221349,7.54,5.25,4,3.49,0,0,0,0,0,2.49,0,0,M,60+
221351,30.04,18.8,8,19.3,2.75,0,7.99,0,0,0,0,0,M,40-49
221353,18.99,17.25,3,6.99,0,12,0,0,0,0,0,0,F,40-49
221357,40.3,25.97,19,9.53,9.68,17.98,0,0,0,0,0,2.99,F,40-49
221358,4.75,3.51,7,3.55,0.99,0,0,0,0,0,0,0,F,30-39
221359,81.22,64.55,31,32.59,6.19,8.98,1.49,0,0,0,0,2.99,M,50-59
221362,79.86,54.87,12,13.27,3.29,12.74,41.58,0,0,0,0,0,M,60+
221363,33.96,21.85,10,0,6.48,0,0,0,3.44,0,0,0,F,50-59
221367,1.59,0.9,2,0,1.49,0,0,0,0,0,0,0,M,30-39
221370,47.28,35.71,16,20.46,10.25,3.04,12.99,0,0,0,0,0,M,30-39
221371,26.73,19.17,5,9.26,0,2.99,0,6.49,0,0,0,0,F,30-39
221373,34.68,21.63,2,13.71,20.97,0,0,0,0,0,0,0,F,Under 19
221376,40.14,21.61,17,0,14.65,0,0,2.49,0,0,0,16.98,M,40-49
221379,101.28,65.26,22,23.96,4.38,0,0,0,4.51,44.92,0,5.29,F,30-39
221381,154.86,116.66,37,47.84,7.24,32.87,28.62,12.49,6.23,0,5.98,0,F,60+
221382,30.86,23.89,12,13.38,10.77,0,0,0,0,0,0,5.98,F,30-39
221384,49.89,41.48,16,13.43,18.45,0,12.98,4.29,0,0,0,0,F,40-49
221386,19.57,13.58,3,19.57,0,0,0,0,0,0,0,0,F,60+
221387,66.47,59.86,14,3.98,25.06,29.13,8.2,0,0,0,0,0,F,20-29
221389,10.86,12.8,6,0,0,0,10.55,0,0,0,0,0,M,60+
221390,14.68,10.23,2,1.69,0,0,0,0,0,12.99,0,0,F,30-39
221392,22.06,13.64,5,7.48,2.49,0,11.99,0,0,0,0,0,F,20-29
221393,56.72,38.66,10,16.98,3.49,36.15,0,0,0,0,0,0,F,40-49
221395,15.15,10.24,5,3.69,7.47,3.99,0,0,0,0,0,0,F,30-39
221396,31.95,24.65,7,10.98,0,20.97,0,0,0,0,0,0,F,20-29
221397,10.62,7.71,7,0,3.29,0,0,0,0,0,0,2.29,M,60+
221399,47.5,28.29,17,8.46,12.97,18.67,5,0,0,0,0,2.29,F,50-59
221400,62.86,39.91,14,34.46,0,0,0,0,23.05,0,0,0,F,40-49
221401,140.04,110.09,40,109.51,10.98,0,0,0,0,17.47,0,0,M,50-59
221402,64.89,44.87,21,10.33,0,37.97,8.16,0,0,0,0,0,F,60+
221405,176.85,139.37,49,76.31,18.46,40.6,0,4.49,0,7.98,0,5.98,F,40-49
221407,7.61,8.61,9,0,6,0,0,0,0,0,0,0,F,20-29
221408,5.88,2.72,3,1.79,0,0,0,0,0,0,0,0,F,40-49
221411,26.79,13.98,2,6.99,0,0,19.8,0,0,0,0,0,M,20-29
221415,71.27,53.19,22,18.94,0,19.77,0,19.98,0,0,0,6.58,F,30-39
221416,40.14,29.49,8,20.96,0,0,0,0,9.2,0,0,0,F,60+
221418,35.19,24.1,3,12.49,0,0,0,0,15,0,0,0,M,30-39
221419,108.62,73.75,35,46.97,7.29,28.12,6.33,2.49,0,0,0,2.99,M,40-49
221423,32.86,26.96,15,0,5.5,0,6.49,4.98,0,0,0,2.29,F,40-49
221424,75.41,39.84,18,6.96,5.89,14.93,38.28,0,0,0,0,0,F,50-59
221425,109.57,82.49,31,39.7,16.44,7.99,0,0,0,9.48,0,2.99,M,30-39
221427,26.83,39.19,3,0,0,0,0,0,0,0,0,0,M,40-49
221428,23.02,22.15,8,0,1.99,12,3.28,4,0,0,0,0,F,40-49
221431,8.98,3.62,2,0,0,0,0,0,0,0,0,2.99,M,60+
221433,34.34,18.31,8,9.98,3.59,0,0,4.29,0,0,0,0,F,Under 19
221434,21.14,11.3,9,6.86,3.29,4.9,0,0,0,0,0,3.99,F,40-49
221435,22.33,17.18,9,4.48,0,6.24,4.83,3.49,0,0,0,3.29,M,50-59
221440,74.87,42.44,27,20.39,0,21.5,17.59,0,0,0,0,4,F,40-49
221441,42.41,28.4,10,3.78,0,29.43,9.2,0,0,0,0,0,F,20-29
221443,190.46,144.99,34,67.36,16.88,19.68,31.89,5.99,0,3.99,0,0,M,20-29
221444,213.91,145.11,59,80.68,15.41,48.31,24.43,5.99,0,18.99,0,7.98,F,40-49
221446,5.98,8.44,4,1.98,0,0,0,4,0,0,0,0,M,60+
221447,71.43,37.75,14,2.49,7.78,11.54,19.18,2.99,0,0,0,0,M,30-39
221448,393.22,275.79,72,111.78,17.55,49.97,63.27,35.97,5,10.48,0,7.58,F,40-49
221449,75.43,37.95,17,2.99,16.52,7.68,32.83,5.98,0,0,0,0,F,30-39
221452,73.99,49.42,7,11.99,8.78,4.95,47.39,0,0,0,0,0,F,40-49
221453,9.49,1.93,3,0,2.39,0,0,0,7,0,0,0,M,40-49
221454,85.73,54.4,18,44.22,0,8.47,25.96,0,6.88,0,0,0,M,60+
221456,43.88,28.75,19,0,13.28,10.57,0,6.98,0,0,0,7.29,F,30-39
221457,5.31,6.12,3,0,4.99,0,0,0,0,0,0,0,F,20-29
221458,11.5,9.7,6,0,3,3.69,0,0,0,0,0,0,M,30-39
221459,38.1,21.89,14,17.58,0,4.62,0,0,9.58,0,0,0,M,20-29
221462,58.28,41.05,13,0,35.26,0.74,0,0,0,0,0,6.98,M,Under 19
221466,20.78,16.87,11,18.07,2.39,0,0,0,0,0,0,0,F,30-39
221470,36.98,31.12,2,36.98,0,0,0,0,0,0,0,0,F,30-39
221471,59.85,68.11,11,13.54,0,14.67,31.64,0,0,0,0,0,M,30-39
221472,43.15,35.99,18,8.79,12.47,21.47,0,0,0,0,0,0,F,40-49
221474,46.17,34.44,9,36.86,8.99,0,0,0,0,0,0,0,F,20-29
221475,42.93,33.69,18,15.11,8.57,0,0,0,0,-2,0,0,F,40-49
221476,255.75,160.46,37,48.13,13.75,23.51,79.6,0,0,0,0,5.98,F,40-49
221477,128.04,102.73,32,27.29,13.27,39.38,12.14,8.59,5.99,0,0,2.29,M,40-49
221478,297.01,228.07,62,137.36,50.83,36.42,55.34,0,0,0,0,0,M,20-29
221479,66.08,84.27,12,0,10.99,0,49.1,0,0,0,0,0,F,20-29
221480,13.98,6.38,2,0,0,13.98,0,0,0,0,0,0,M,50-59
221483,19.65,12.39,5,4.29,0,2.88,6.49,5.99,0,0,0,0,F,30-39
221484,3.29,0.01,1,0,0,0,0,0,0,0,0,3.29,F,Under 19
221486,5.98,4,1,0,0,0,0,0,0,0,0,0,M,40-49
221491,36.29,17.93,8,12.98,6.26,1.97,0,0,0,0,0,0,F,60+
221493,31.22,15.6,7,8.98,0,5.28,5.99,0,0,5.98,0,0,M,20-29
221494,11.98,0.01,3,11.98,0,0,0,0,0,0,0,0,M,50-59
221495,314.59,186.85,69,130.81,73.87,33.1,44.92,0,0,3.99,0,11.97,F,40-49
221497,128.19,98.72,29,12.93,12.38,3.69,28.95,0,0,20.97,0,2.99,F,40-49
221498,26.6,18.86,8,3.97,0,8.12,10.56,0,3.95,0,0,0,F,50-59
221503,24.05,19.74,7,16.46,4.49,0,0,0,3,0,0,0,F,20-29
221504,19.07,22.74,5,0,0,0,10.58,8.49,0,0,0,0,F,40-49
221505,39.82,36.21,11,12.98,5.99,10.41,3.85,0,0,0,0,0,F,40-49
221508,140.77,121.97,41,70.95,19.76,9.23,0,5.99,7.75,0,0,4.99,F,60+
221509,28.25,20.71,11,5.97,4.99,0,0,2.49,0,0,0,4.49,F,20-29
221511,50.33,26.62,15,10.48,7.78,0,0,14.36,0,0,0,5.98,M,60+
221512,6.78,4.07,2,2.79,0,3.99,0,0,0,0,0,0,F,20-29
221516,25.1,19.26,6,5.98,9.53,0,0,0,0,0,0,0,F,50-59
221519,26.91,20.23,13,0,3,15.07,0,0,0,0,0,2.29,F,30-39
221523,12.22,9.19,7,0,3,5.91,0,0,0,0,0,2.99,F,20-29
221524,43.86,30.74,14,13.95,15.56,6.56,0,0,0,0,0,7.48,M,60+
221525,48.85,30.45,11,0,8.68,17.17,0,0,6.2,0,0,3.49,F,50-59
221526,59.13,50.55,14,3.99,7.28,33.12,0,0,0,0,0,0,F,20-29
221527,56.17,28.53,8,0,4.99,6.28,36.59,0,0,0,0,0,F,60+
221528,106.07,71.46,28,48.4,8.98,6.3,16.68,19.66,0,0,0,3.49,F,20-29
221529,39.05,24.75,11,10.48,4.49,18.1,0,0,0,0,0,4.99,F,20-29
221533,66.44,50.35,16,0,6.48,27.46,0,0,15.51,0,0,4.58,F,30-39
221534,43.76,28.07,6,0,0,0,28.25,0,3.9,0,0,0,F,50-59
221535,16.28,11.75,3,8.29,0,7.99,0,0,0,0,0,0,F,60+
221537,52.8,35.21,16,11.27,0,19.33,0,15.56,0,0,0,5.98,F,50-59
221539,8.75,8.81,7,4.89,0,1.06,0,2.49,0,0,0,0,F,60+
221540,8.29,6.4,4,4.69,3.29,0,0,0,0,0,0,0,F,30-39
221541,27.86,22.97,8,11.47,16.27,0,0,0,0,0,0,0,F,30-39
221543,15.3,12.61,10,0,9.77,5.02,0,0,0,0,0,0,F,60+
221548,0.31,3.54,4,0,0,0,0,0,0,0,0,0,M,30-39
221550,46.72,51.77,17,20.92,5.49,5.57,5.23,0,0,0,0,2.29,M,50-59
221552,17.49,15.69,13,4.18,5.98,6.71,0,0,0,0,0,0,M,60+
221556,22.21,15.45,7,14.95,0,0,0,0,0,0,0,3.29,M,20-29
221557,34.71,39.81,14,8.36,6,0,0,0,0,0,0,3.49,M,20-29
221559,42.38,37.67,7,0,5.99,1.99,0,0,0,4.75,0,0,F,50-59
221560,8.08,3.76,2,8.08,0,0,0,0,0,0,0,0,F,60+
221561,155.06,106.7,43,60.84,17.26,24.97,12.98,0,0,21.98,0,15.97,F,60+
221562,133.14,99.44,26,66.46,20.25,21.55,16.49,0,0,0,0,0,M,Under 19
