TILL_RECEIPT_NUMBER,sales,cost,quantity,CU_GENDER,CU_AGE_RANGE,CUSTOMER_TYPE,beef,fruit,vegetables,frozenfood,deli,poultry,salad,health,beauty,hotfood,horticulture
181836,34.58,14.51,9,M,60+,CUSTOMER,0,2.59,2.58,0,0,0,0,0,0,0,0
181839,9.44,8.52,7,F,50-59,CUSTOMER,0,0,1.59,0,0,0,0,0,0,0,0
181840,29.56,18.99,6,M,40-49,CUSTOMER,0,0,0,5.99,0,0,0,0,0,0,0
181842,40.81,21.64,13,F,50-59,CUSTOMER,0,9.14,0,0,0,0,0,0,0,4,0
181843,122.83,68.41,20,F,60+,CUSTOMER,8.88,3.49,12.89,7.99,0,0,0,0,0,0,0
181844,6.49,4.24,9,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
181845,21.66,16.95,7,F,60+,CUSTOMER,0,0,4.99,6.99,0,0,0,0,0,0,0
181846,17.7,12.25,5,F,50-59,CUSTOMER,0,3.57,0,0,0,0,11.64,0,0,0,0
181849,137.95,73.85,35,F,50-59,CUSTOMER,0,0,9.99,3,0,0,6.72,1.69,0,0,0
181852,20.01,14.75,6,F,50-59,CUSTOMER,0,6.99,2.55,0,0,0,0,0,0,0,0
181853,60.94,42.58,20,F,60+,CUSTOMER,7.71,0,9.78,0,0,17.52,0,0,0,0,0
181855,7.4,4.9,4,F,50-59,CUSTOMER,0,0,0,2.79,0,0,0,0,0,0,0
181856,60.28,60.58,16,F,60+,CUSTOMER,9.57,8.36,0,0,0,5.47,0,0,0,0,0
181858,59.84,37.39,15,F,30-39,CUSTOMER,0,6.99,20.24,0,6.49,0,0,0,0,0,0
181861,192.44,132.43,33,F,40-49,CUSTOMER,22.7,0,4.29,7.94,5.49,11.51,3.19,0,0,0,0
181867,48.69,50.72,17,F,60+,CUSTOMER,10.22,2.46,3.86,0,0,0,0,0,0,0,0
181870,31.7,29.24,8,F,60+,CUSTOMER,0,0,2,0,0,0,14.9,0,0,0,0
181871,52.84,39.5,15,F,Under 19,CUSTOMER,0,0,1.78,4.69,0,0,4.78,0,0,0,0
181873,92.12,77.61,34,F,30-39,CUSTOMER,0,7.31,5.76,0,8.98,0,0,0,0,0,0
181875,180.45,144.56,56,F,40-49,CUSTOMER,0,12.75,19.02,0,0,13.48,5.27,0,0,0,0
181877,83.02,58.34,31,M,50-59,CUSTOMER,0,0,0,10,0,0,0,0,0,9,0
181879,67.04,50.28,26,F,60+,CUSTOMER,0,2.65,5.69,0,0,0,10.37,3.49,0,0,0
181880,75.53,74.54,21,F,30-39,CUSTOMER,35.99,0,8.58,0,6.99,0,0,0,0,0,0
181882,38.91,24.25,11,F,60+,CUSTOMER,0,0,3.11,0,13.99,0,0,0,0,0,0
181887,275.11,195.09,68,M,60+,CUSTOMER,10.48,18.22,26.34,17.18,0,0,0,21.96,0,0,0
181889,47.64,18.9,6,F,30-39,CUSTOMER,31.96,0,15.68,0,0,0,0,0,0,0,0
181892,32.82,26.02,8,F,30-39,CUSTOMER,0,10.02,0,0,0,0,0,0,0,0,0
181894,14.1,8.36,1,F,40-49,CUSTOMER,14.1,0,0,0,0,0,0,0,0,0,0
181895,116.72,84.75,29,F,50-59,CUSTOMER,0,13.27,17.19,3.49,0,0,4.76,0,0,0,0
181896,248.47,161.92,61,F,40-49,CUSTOMER,0,8.52,0,17.87,6.49,15.56,11.99,0,0,0,0
181897,54.66,31.47,9,F,40-49,CUSTOMER,0,7.84,4.31,0,10.99,14.54,0,7.49,0,0,0
181898,94.73,63.84,24,F,30-39,CUSTOMER,0,6.78,5.94,0,9,0,0,0,0,0,0
181899,84.55,54.44,24,F,60+,CUSTOMER,0,7.98,10.78,0,0,18.32,0,0,0,0,0
181901,155,98.43,44,F,40-49,CUSTOMER,5.39,6.99,36.56,0,0,0,0,0,0,0,0
181902,42.08,26.74,15,F,40-49,CUSTOMER,0,0,0,0,10.48,0,5.5,0,0,0,0
181905,73.13,50.48,19,F,50-59,CUSTOMER,0,1.49,5.63,4.79,0,0,0,0,0,0,0
181906,94.15,63.57,30,M,60+,CUSTOMER,0,0,0,19.96,0,0,0,0,0,0,0
181907,28.16,21.07,9,F,60+,CUSTOMER,0,0,8.65,3.49,0,0,0,0,0,0,0
181909,22.21,19.16,4,F,30-39,CUSTOMER,17.44,0,0,0,0,0,0,0,0,0,0
181910,44.07,30.29,11,F,50-59,CUSTOMER,0,0,0,16.47,0,0,0,0,0,0,0
181914,87.47,57.29,23,F,40-49,CUSTOMER,0,0,14.06,12.93,0,0,0,5.59,0,0,0
181917,418.24,269.18,97,F,60+,CUSTOMER,143.48,0,0,22.07,0,16.32,0,0,0,0,0
181918,52.47,38.34,11,F,50-59,CUSTOMER,27.79,0,0,0,0,0,0,0,0,0,0
181920,9.79,6.95,4,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
181921,73.48,56.82,19,F,30-39,CUSTOMER,18.87,0,4.53,0,6.99,0,0,0,0,0,0
181925,38.25,29.52,8,F,50-59,CUSTOMER,0,17.99,0,0,0,0,0,0,0,0,0
181928,147.2,98.88,29,F,60+,CUSTOMER,20.31,2.24,27.18,17.37,0,0,0,0,0,0,0
181932,215.35,172.42,68,F,50-59,CUSTOMER,31.14,21.83,15.71,8.48,5.99,0,0,0,0,0,0
181937,86.89,74.96,22,F,30-39,CUSTOMER,0,7.98,0,0,0,0,5.88,0,0,0,11.96
181939,12.22,11.44,4,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
181941,27.61,21.1,7,F,40-49,CUSTOMER,0,0,0,4.99,0,0,0,0,8.48,0,0
181944,73.59,46.08,24,F,20-29,CUSTOMER,0,11.33,20.23,0,0,19.99,0,0,0,0,0
181945,44.54,46.87,17,M,50-59,CUSTOMER,13.03,0,0,7.38,0,0,0,0,0,0,0
181946,8.38,8.77,4,F,30-39,CUSTOMER,0,0,0,3.39,0,0,0,0,0,0,0
181947,19.11,19.11,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
181948,97.11,34.35,16,M,Under 19,CUSTOMER,0,0,0,0,0,63.82,0,0,0,0,0
181949,27.24,22.44,11,F,40-49,CUSTOMER,0,0,7.67,0,0,0,0,0,0,0,0
181950,128.58,80.21,40,F,40-49,CUSTOMER,0,6.46,18.73,0,0,0,0,0,0,0,0
181955,261.57,149.02,49,F,40-49,CUSTOMER,93.89,49.33,20.49,14.94,0,16.82,0,0,0,0,0
181961,177.72,130.49,55,F,20-29,CUSTOMER,0,14.8,12.58,14.98,0,0,0,0,0,0,0
181962,13.28,11.62,4,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
181964,54.05,29.59,14,F,30-39,CUSTOMER,0,0,7.98,8.97,0,0,0,0,0,0,0
181965,95.07,85.8,24,M,60+,CUSTOMER,30.63,8.98,17.56,0,0,0,0,0,0,0,0
181966,36.02,18.16,7,M,50-59,CUSTOMER,0,13.05,0,0,0,0,0,0,0,0,0
181967,363.29,238.01,67,F,50-59,CUSTOMER,74.99,11.37,46.35,3.99,18.98,18.39,8.04,0,0,0,0
181968,17.51,6.13,9,M,60+,CUSTOMER,0,2.97,2.98,0,0,0,0,0,0,0,0
181969,120.34,72.22,21,F,30-39,CUSTOMER,44.34,5.05,2.99,0,0,0,0,0,0,0,0
181970,113.66,80.24,33,M,40-49,CUSTOMER,0,7.38,3.69,22.98,0,0,0,0,0,0,0
181972,109.08,72.33,26,F,30-39,CUSTOMER,0,8.53,19.44,0,0,18,0,0,0,0,0
181973,100.24,87.39,41,M,60+,CUSTOMER,0,11.99,0,0,15.98,0,0,0,0,0,0
181974,19.56,16.65,7,M,50-59,CUSTOMER,0,6.99,2.49,0,0,0,0,7.58,0,0,0
181976,41.64,31.68,9,F,20-29,CUSTOMER,0,0,8.49,0,0,0,0,14.99,0,0,0
181979,55.35,47.12,18,M,40-49,CUSTOMER,5.1,0,6.42,0,0,13.05,0,0,0,0,0
181981,70.3,54.34,16,F,40-49,CUSTOMER,0,2.12,12.56,0,0,19.99,0,0,0,0,0
181982,17.16,9.72,15,F,30-39,CUSTOMER,0,0,0,0,0,0,2.53,0,0,0,0
181983,12.12,8.64,2,M,20-29,CUSTOMER,0,2.13,0,0,0,0,0,0,0,0,0
181985,17.67,12.89,9,M,30-39,CUSTOMER,0,0,0,4.79,0,0,0,0,0,0,0
181988,22.89,18.49,5,F,40-49,CUSTOMER,11.35,0,11.54,0,0,0,0,0,0,0,0
181989,20.97,8.22,3,M,60+,CUSTOMER,0,0,0,0,0,0,20.97,0,0,0,0
181991,11.43,5.82,2,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
181992,33.35,20.6,7,F,40-49,CUSTOMER,0,0,0,7.59,0,0,0,0,0,0,0
181993,10.99,12.87,4,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
181995,50.49,35.21,13,F,30-39,CUSTOMER,0,29.42,17.08,0,0,0,0,0,0,0,0
181997,75.89,42.71,17,F,20-29,CUSTOMER,22.87,0,0.79,16.98,0,0,0,0,0,4,0
182002,37.41,15.2,5,F,50-59,CUSTOMER,0,0,0,0,17.44,0,0,0,0,0,0
182005,9.08,7.02,4,F,50-59,CUSTOMER,0,0,0,0,5.99,0,0,0,0,0,0
182007,100.29,64.9,24,M,40-49,CUSTOMER,17.77,4.69,3.13,0,0,0,0,0,0,0,0
182011,112.69,71.78,35,F,30-39,CUSTOMER,0,2.25,13.27,4.49,0,0,4.76,0,14.48,0,0
182012,44.04,40.47,10,F,30-39,CUSTOMER,10.94,0,3.69,0,0,0,0,0,0,0,0
182014,110.99,94.31,21,F,20-29,CUSTOMER,27.26,0,0,0,0,0,0,0,0,16,0
182015,44.91,29.89,10,F,50-59,CUSTOMER,0,0,0.88,0,0,16.53,0,0,0,0,0
182016,17.88,10.69,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182017,19.25,12.98,4,M,Under 19,CUSTOMER,0,3.28,6.99,0,0,0,0,0,0,0,0
182019,28.69,15.35,11,F,50-59,CUSTOMER,0,0,0,0,0,0,4.3,0,0,9,0
182020,77.18,91.71,24,F,60+,CUSTOMER,11.98,1.39,2.49,0,4.99,0,0,0,0,0,0
182022,13.51,6.94,5,F,50-59,CUSTOMER,0,1.46,0,0,0,0,0,2.99,0,0,0
182026,58.62,50.31,13,F,20-29,CUSTOMER,0,0,0,20.97,6.99,0,0,0,0,0,0
182030,29.02,20.78,11,F,40-49,CUSTOMER,0,0,7.46,0,0,0,0,0,0,0,0
182031,9.94,5.6,6,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182032,19.45,11.3,6,F,Under 19,CUSTOMER,0,0,4.99,0.99,0,0,0,0,0,0,0
182035,5.98,3.63,2,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182037,19.97,23.71,4,F,50-59,CUSTOMER,0,7,0,0,0,0,0,0,0,0,0
182038,307.69,180.98,69,F,20-29,CUSTOMER,86.15,0,4.29,8.98,22.97,13.02,0,0,0,0,0
182039,45.58,58.5,14,M,40-49,CUSTOMER,11.05,0,2.29,4.79,0,0,4.5,0,0,0,0
182040,14.83,14.63,5,M,60+,CUSTOMER,0,0,0,0,0,10.35,0,0,0,0,0
182046,5.98,4.56,2,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182050,7.63,5.73,3,F,60+,CUSTOMER,0,0,5.74,0,0,0,0,0,0,0,0
182053,14.15,10.86,4,M,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182059,53.61,39.61,14,F,60+,CUSTOMER,0,17.2,1.98,6,0,0,0,0,0,0,0
182060,15.53,6.57,6,M,50-59,CUSTOMER,0,0,0.77,0,0,0,0,0,0,0,0
182061,8.98,8.27,4,F,60+,CUSTOMER,0,0,3.99,0,0,0,0,0,0,0,0
182062,6.78,5.03,2,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182065,12.36,7.23,4,M,Under 19,CUSTOMER,0,0,3.38,0,0,0,0,0,0,0,0
182066,8.49,5.79,1,F,40-49,CUSTOMER,0,0,0,8.49,0,0,0,0,0,0,0
182067,22.36,13.44,4,F,20-29,CUSTOMER,0,0,0,0,7.99,0,0,0,0,0,0
182068,7.39,4.02,1,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182069,44.74,22,8,F,20-29,CUSTOMER,0,2.56,0,0,0,0,0,0,0,0,0
182072,54.94,53.23,19,M,30-39,CUSTOMER,0,0,0,3.96,0,0,0,0,0,0,0
182074,5.47,1.88,4,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182075,40.32,32.09,19,F,40-49,CUSTOMER,0,0,0,0,3,0,0,0,0,15,0
182076,57.11,45.34,19,M,50-59,CUSTOMER,0,10.27,9.3,0,0,0,0,0,0,0,0
182078,112.98,72.7,27,F,30-39,CUSTOMER,24.55,0,0,0,0,19.99,0,4.29,0,0,0
182081,9.99,5.73,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182085,16.24,14.02,3,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182088,25.22,22.72,8,F,40-49,CUSTOMER,0,0,0,9.99,0,0,0,0,0,0,0
182089,37.59,21.57,7,M,40-49,CUSTOMER,0,0,0,8.97,0,0,0,0,0,0,0
182093,22.87,11.63,5,F,40-49,CUSTOMER,0,9.92,0,0,0,0,0,0,0,0,0
182094,6.87,7.56,5,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182095,37.42,21.64,11,M,40-49,CUSTOMER,0,3.98,0,0,0,0,0,0,0,0,0
182097,20.07,12.51,18,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182101,27.06,24.63,16,M,30-39,CUSTOMER,0,0,0,4.99,0,0,0,0,0,0,0
182102,128.76,77.01,24,M,20-29,CUSTOMER,11.49,9.92,7.89,0,0,34.55,0,0,0,0,0
182104,210.17,155.2,61,M,40-49,CUSTOMER,12.46,0,5.98,7.74,14.95,7.63,0,0,0,0,0
182107,46.16,35.95,13,F,30-39,CUSTOMER,0,7,0,0,11.98,0,8,0,0,0,0
182109,6.27,3.05,2,F,50-59,CUSTOMER,0,3.99,0,0,0,0,0,0,0,0,0
182112,8.91,7.87,7,M,30-39,CUSTOMER,0,1.74,0,0,0,0,0,0,0,0,0
182115,41.86,16.24,11,M,60+,CUSTOMER,0,0,4.99,0,0,0,0,0,0,0,0
182116,10.64,6.2,2,F,50-59,CUSTOMER,0,0,10.64,0,0,0,0,0,0,0,0
182117,67.56,39.72,18,F,40-49,CUSTOMER,0,4.3,2,14.18,0,19.01,0,0,0,0,0
182118,12.23,7.86,3,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182119,57.92,23,7,F,60+,CUSTOMER,43.24,0,0,0,0,0,0,0,0,0,0
182120,9.98,1.09,2,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182121,69.18,45.02,18,M,60+,CUSTOMER,17.07,7.15,4.69,0,8.99,0,0,0,0,0,0
182122,29.98,5.01,2,F,60+,CUSTOMER,0,0,0,0,0,0,14.99,0,0,0,0
182123,27.27,19.66,12,F,20-29,CUSTOMER,0,0,2,0,0,0,0,0,0,0,0
182124,42.7,33.61,31,F,40-49,CUSTOMER,0,0,0,0,5.99,0,0,0,0,0,0
182125,12.06,6.34,3,F,30-39,CUSTOMER,0,0,0,0,0,0,3.58,0,0,0,0
182126,87.12,43.5,12,F,40-49,CUSTOMER,0,4.59,16.77,0,0,15.36,0,0,0,0,0
182129,69.56,51.76,26,M,50-59,CUSTOMER,6.05,0,8.24,0,0,0,2.82,0,0,0,0
182130,34.1,23.24,14,M,50-59,CUSTOMER,0,2.51,0,0,0,0,0,0,0,0,0
182132,27.63,21.78,6,F,20-29,CUSTOMER,0,9.67,0,0,0,0,0,0,0,0,0
182134,284.77,198.66,49,F,50-59,CUSTOMER,0,11.62,4.29,7.74,12.98,18.97,11.39,39.36,3.49,0,0
182138,40.05,27.35,9,F,40-49,CUSTOMER,0,6.99,0,9.88,0,18.88,0,0,0,0,0
182144,40.49,48.23,12,M,40-49,CUSTOMER,0,13.56,0,0,0,0,0,0,0,0,0
182145,49.37,28.58,12,M,40-49,CUSTOMER,0,13.03,0,7.19,12.98,0,0,0,0,0,0
182146,4.99,6.03,3,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182155,47.57,30.89,13,F,30-39,CUSTOMER,0,0,5.5,0,0,0,0,0,0,0,0
182158,113.97,65.26,30,F,20-29,CUSTOMER,0,1.68,16.24,0,14.48,0,0,0,0,0,0
182161,62.91,33.15,17,F,40-49,CUSTOMER,0,4.19,4,0,0,0,0,0,0,0,0
182163,146.9,112.01,41,F,20-29,CUSTOMER,16.96,2.82,4.69,20.24,6.99,0,4.84,0,6.39,0,0
182165,108.4,82.33,29,F,30-39,CUSTOMER,0,13.69,12.63,0,0,17.18,0,0,0,0,0
182167,27.94,20.3,13,F,30-39,CUSTOMER,0,10.5,0.99,0,0,0,0,0,0,0,0
182169,67.67,42.72,13,F,30-39,CUSTOMER,31.46,0,8.6,15.15,8.98,0,0,0,0,0,0
182171,17.82,12.02,6,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182176,17.86,8.4,2,F,30-39,CUSTOMER,12.18,0,0,0,0,0,0,0,0,0,0
182177,78.75,53.91,25,M,50-59,CUSTOMER,12,10.96,8.29,0,0,0,0,0,0,0,0
182179,119.32,89.04,33,F,40-49,CUSTOMER,0,12.23,13.06,0,3.99,0,8.99,0,0,0,0
182180,61.51,38.26,12,F,60+,CUSTOMER,0,20.59,3.69,3.99,0,0,0,0,0,0,13.98
182181,29.3,27.94,13,M,60+,CUSTOMER,0,10.22,0,0,0,0,0,0,0,0,0
182182,34.47,26.2,9,F,60+,CUSTOMER,0,4.04,0,0,0,7.39,4.58,0,0,0,0
182183,205.65,116.53,39,F,20-29,CUSTOMER,0,12.01,0,0,0,0,0,0,0,0,0
182184,27.07,18.31,5,F,50-59,CUSTOMER,0,4.88,0,0,3,0,0,0,0,0,0
182186,159.28,136.53,42,F,50-59,CUSTOMER,0,14.84,17.96,11.19,0,4.64,0,0,0,0,0
182188,57.6,47.81,18,F,40-49,CUSTOMER,0,5.64,0,0,0,0,0,0,0,0,0
182189,74.6,46.32,16,F,20-29,CUSTOMER,14.44,16.05,6.26,2.29,0,19.99,0,0,0,0,0
182191,18.77,12.31,8,F,20-29,CUSTOMER,0,3.43,3.48,0,0,0,0,0,0,0,0
182196,72.16,53.67,25,F,20-29,CUSTOMER,0,3.26,14.69,12.96,0,5.35,0,0,0,0,0
182199,40.65,34.75,12,F,60+,CUSTOMER,5.52,1.74,11.8,0,5.99,0,0,0,0,0,0
182201,119.89,101.23,44,M,50-59,CUSTOMER,0,15.62,11.96,0,0,6.61,0,0,0,0,0
182202,12.27,8.8,4,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182204,35.13,30.21,13,F,40-49,CUSTOMER,0,6.99,0,3.98,0,0,0,0,0,0,0
182205,30.75,16.91,10,F,60+,CUSTOMER,0,0,5.81,0,10.99,0,0,0,0,0,0
182208,51.18,36.79,13,F,30-39,CUSTOMER,9.76,0,0,0,0,0,5.47,0,0,0,0
182209,17.88,11.8,4,F,50-59,CUSTOMER,0,2.91,2.99,0,0,0,0,0,0,0,0
182211,24.92,8.74,11,F,20-29,CUSTOMER,0,0.88,0,0,0,0,0,3.99,0,0,0
182213,48.78,37.22,12,F,60+,CUSTOMER,0,0,6.56,0,0,0,0,0,0,0,0
182214,14.28,5.91,4,M,40-49,CUSTOMER,0,0,0,4.79,0,0,0,0,0,7,0
182215,166.95,113.84,36,F,50-59,CUSTOMER,0,0,9.46,8.59,19.99,0,0,0,0,0,0
182216,98.46,66.4,20,F,30-39,CUSTOMER,0,0,0,0,0,0,2.74,4.49,0,4,0
182219,57.24,47.61,18,F,30-39,CUSTOMER,0,0,2,0,0,0,0,0,0,0,0
182220,68.86,47.48,23,F,20-29,CUSTOMER,0,8.76,7.1,5.49,8.99,0,0,0,0,0,0
182222,34.77,24.05,9,F,40-49,CUSTOMER,0,0,0,0,16.48,0,0,0,0,0,0
182225,3.99,0.01,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182228,19.13,40.69,8,M,60+,CUSTOMER,0,0,1.99,0,0,0,0,0,0,0,0
182232,34.51,23.15,7,M,30-39,CUSTOMER,0,2.49,0,0,0,0,0,7.59,0,0,0
182236,81.64,41.14,9,M,60+,CUSTOMER,33.36,0,4.38,0,0,21.06,0,0,0,0,0
182239,34.04,17.64,6,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182242,37.24,25.61,11,F,20-29,CUSTOMER,0,7.11,6.07,0,0,0,0,0,0,0,0
182244,47.39,30.54,13,F,60+,CUSTOMER,0,5.41,0,0,0,0,0,0,0,0,0
182245,11.99,4.84,2,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,3,0
182246,84.52,56.65,32,M,60+,CUSTOMER,0,14.54,27.8,0,0,0,0,0,0,0,0
182247,54.07,43.86,9,M,40-49,CUSTOMER,0,0,0,0,3,0,14.62,0,0,0,0
182248,35.95,21.04,12,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182250,39.81,21.38,9,F,20-29,CUSTOMER,0,8.86,0,0,0,0,0,14.99,0,0,0
182252,57.8,39.03,18,M,20-29,CUSTOMER,0,0,10.86,21.18,0,0,0,0,0,0,0
182253,79.81,49.34,15,M,50-59,CUSTOMER,0,13.78,4.69,0,0,21,0,0,0,0,0
182260,94.87,71.78,21,F,20-29,CUSTOMER,12.57,0,0,0,16.97,0,0,0,0,0,0
182261,152.82,103.02,44,F,40-49,CUSTOMER,0,37.02,4.26,0,27.99,0,0,5.68,-2,0,0
182262,5.98,0.02,2,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182263,47.5,67.18,9,F,40-49,CUSTOMER,0,0,2.05,5.58,6.99,0,2.41,0,0,0,0
182267,33.99,36.65,11,F,40-49,CUSTOMER,6.58,0,3.79,0,0,0,0,0,0,0,0
182276,70.8,52.31,15,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182280,13.32,28.76,4,F,60+,CUSTOMER,0,0,5.68,0,0,0,0,0,0,0,0
182281,10.42,12.83,3,F,50-59,CUSTOMER,0,3.05,0,0,0,0,0,0,0,0,0
182283,48.28,29.84,19,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182284,36.52,32.28,9,M,40-49,CUSTOMER,5.67,0,0,0,0,0,0,0,0,0,0
182286,52.48,33.86,12,F,30-39,CUSTOMER,24.99,2.49,0,0,6.99,0,0,0,0,0,0
182288,31.24,28.23,9,M,50-59,CUSTOMER,0,7,0.99,0,5.99,0,0,0,0,0,0
182289,78.72,54.73,30,M,40-49,CUSTOMER,0,2.28,2.99,27.13,0,0,0,0,0,0,0
182290,5.89,3.49,7,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182291,17.98,16.76,3,F,30-39,CUSTOMER,0,7,0,0,0,0,0,0,0,0,9.49
182294,15.01,15.5,7,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182295,53.3,46.63,18,F,30-39,CUSTOMER,0,10.98,7.92,6,0,0,0,0,0,0,0
182296,54.14,42.49,16,F,30-39,CUSTOMER,0,20.29,0,0,0,0,0,0,0,0,0
182297,160.46,85.63,15,F,20-29,CUSTOMER,42.03,0,5.99,0,0,0,5.26,0,0,0,0
182298,165.69,131.59,33,F,60+,CUSTOMER,12.23,23.73,22.16,0,0,0,0,0,0,0,0
182300,136.5,113.81,40,F,40-49,CUSTOMER,27.39,15.6,24.9,0,0,4.12,0,0,0,0,0
182301,184.63,120.39,32,M,20-29,CUSTOMER,0,5.37,4.56,0,0,8.28,11,15.98,15.98,16,0
182302,181.93,111,30,M,20-29,CUSTOMER,41.68,0,4.75,6.49,0,20.95,6.99,0,0,0,0
182304,48.05,35.92,13,F,20-29,CUSTOMER,0,11.45,1.98,4.79,11.48,0,0,0,0,0,0
182305,133.14,105.8,38,M,50-59,CUSTOMER,0,19.15,12.15,6,5.49,0,0,0,0,0,0
182306,51.24,29.7,8,M,40-49,CUSTOMER,0,6.99,5.99,0,0,0,0,0,0,0,0
182308,400.48,262.1,77,F,30-39,CUSTOMER,0,24.8,10.96,13.78,36.94,19.99,0,0,0,0,0
182311,21.53,18.62,7,F,40-49,CUSTOMER,0,8.84,0,9.99,0,0,0,0,0,0,0
182312,21.65,16.97,7,M,50-59,CUSTOMER,0,0,1.49,0,0,0,0,0,7.99,0,0
182314,36.65,24.31,11,M,40-49,CUSTOMER,0,1.87,0,0,4.99,0,0,0,8.99,0,0
182316,23.57,13.36,9,F,40-49,CUSTOMER,0,0,1.92,0,0,0,0,0,0,0,0
182320,113.46,75.13,26,M,50-59,CUSTOMER,0,36.3,16.44,0,0,0,0,0,0,0,0
182321,33.4,21.59,10,F,20-29,CUSTOMER,0,2.09,0,0,0,0,0,0,0,0,0
182327,16.07,12.23,9,F,20-29,CUSTOMER,0,1.69,0,0,0,0,0,0,0,0,0
182329,20.02,17.61,4,M,40-49,CUSTOMER,0,6.99,0,0,0,0,0,0,0,0,0
182330,18.39,15.4,9,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182333,17.16,12.66,4,M,20-29,CUSTOMER,0,0,0,0,0,0,0,10.98,4.99,0,0
182335,6.79,5.47,7,M,20-29,CUSTOMER,0,0,0,2.49,0,0,0,0,0,0,0
182338,7.19,4.66,1,M,20-29,CUSTOMER,0,0,0,7.19,0,0,0,0,0,0,0
182340,22.97,12.55,6,F,40-49,CUSTOMER,0,0,0,0,0,0,0,4.99,0,0,0
182347,185.3,99.15,45,F,30-39,CUSTOMER,30.64,6.99,16.06,0,0,0,0,0,0,0,0
182348,68.31,46.47,12,F,30-39,CUSTOMER,8.71,0,0.48,0,0,0,0,0,0,0,0
182354,13.7,10.1,6,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
182356,44.35,46.03,12,M,50-59,CUSTOMER,5.7,6.99,0,0,0,0,0,0,0,0,0
182358,129.08,77.1,39,F,60+,CUSTOMER,0,5.92,14.67,0,0,0,0,7.68,0,0,0
182359,129.43,95.02,34,F,30-39,CUSTOMER,19.68,6.99,4.98,3.49,0,0,10.2,0,0,0,0
182360,14.23,9.7,19,M,20-29,CUSTOMER,0,2.63,0,0,0,0,0,0,0,0,0
182361,149.8,95.49,39,F,60+,CUSTOMER,6.31,17.43,37.3,0,0,0,0,0,0,0,0
182362,106.84,60.77,13,F,50-59,CUSTOMER,37.14,0.71,6.67,0,0,16.7,0,0,0,0,0
182364,223.01,100.24,42,F,60+,CUSTOMER,0,8.38,21.17,0,0,0,0,0,0,0,0
182366,36.81,19.08,7,F,Under 19,CUSTOMER,0,0,6.17,0,0,17.47,0,0,0,0,0
182369,139.98,94.53,24,F,30-39,CUSTOMER,0,6.99,3.98,0,0,22.08,0,0,0,0,0
182371,35.23,32.6,12,F,50-59,CUSTOMER,0,3.49,5.95,0,0,0,0,2.99,0,0,0
182373,70.84,43.05,18,F,30-39,CUSTOMER,0,0,0,0,0,0,21.82,0,0,0,0
182375,104.82,70.69,34,F,Under 19,CUSTOMER,0,6.99,4.49,0,0,0,15.16,0,0,20,0
182376,47.08,39.47,6,F,50-59,CUSTOMER,17.52,0,0,3.87,0,0,0,0,0,0,0
182379,23.55,22.38,7,F,60+,CUSTOMER,0,0,0,20,0,0,0,0,0,0,0
